school,vacc,q_high,q_med,q_low,P,lo,hi,curve
Elementary,0.7,14,14,5,0.017,0.0121906065577825,0.023661329044313,Elementary_14
Elementary,0.7,14,14,7,0.0125,0.00848102158681642,0.0183881680736837,Elementary_14
Elementary,0.7,14,14,10,0.011,0.00727537083731509,0.0165995701759866,Elementary_14
Elementary,0.7,14,14,14,0.018,0.01302991458286,0.0248181867840345,Elementary_14
Elementary,0.7,21,0,0,0.0065,0.00380255986868682,0.0110896352030195,Elementary_0
Elementary,0.7,21,7,0,0.007,0.00417430722170898,0.0117159707323968,Elementary_7
Elementary,0.7,21,7,3,0.014,0.00970371839455992,0.0201597199131387,Elementary_7
Elementary,0.7,21,7,5,0.009,0.00570045264633995,0.0141821568373637,Elementary_7
Elementary,0.7,21,7,7,0.01,0.00648271696627417,0.0153960582822285,Elementary_7
Elementary,0.7,21,14,0,0.003,0.00137561114622761,0.00653000374868225,Elementary_14
Elementary,0.7,21,14,3,0.007,0.00417430722170898,0.0117159707323968,Elementary_14
Elementary,0.7,21,14,5,0.0075,0.00455033645617224,0.012338024380333,Elementary_14
Elementary,0.7,21,14,7,0.0085,0.00531372264014279,0.0135708039611614,Elementary_14
Elementary,0.7,21,14,10,0.0055,0.00307386501560881,0.00982216429129849,Elementary_14
Elementary,0.7,21,14,14,0.008,0.00493025378658916,0.0129561899323156,Elementary_14
Elementary,0.7,21,21,0,0.006,0.00343556002945849,0.0104585521598483,Elementary_21
Elementary,0.7,21,21,3,0.005,0.00271815130132669,0.00917979512318111,Elementary_21
Elementary,0.7,21,21,5,0.013,0.00888683405424848,0.0189804384886511,Elementary_21
Elementary,0.7,21,21,7,0.0075,0.00455033645617224,0.012338024380333,Elementary_21
Elementary,0.7,21,21,10,0.012,0.00807709618377981,0.0177940105943208,Elementary_21
Elementary,0.7,21,21,14,0.0055,0.00307386501560881,0.00982216429129849,Elementary_21
Elementary,0.7,21,21,21,0.0115,0.0076751709359404,0.0171978529597607,Elementary_21
Elementary,0.8,7,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.8,7,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,7,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,7,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,7,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,14,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.8,14,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,14,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,14,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,14,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,14,14,0,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,14,14,3,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,14,14,5,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,14,14,7,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,14,14,10,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,14,14,14,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,21,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.8,21,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,21,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,21,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,21,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.8,21,14,0,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,21,14,3,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,21,14,5,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,21,14,7,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,21,14,10,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,21,14,14,0,0,0.00191711760051293,Elementary_14
Elementary,0.8,21,21,0,0,0,0.00191711760051293,Elementary_21
Elementary,0.8,21,21,3,0,0,0.00191711760051293,Elementary_21
Elementary,0.8,21,21,5,0,0,0.00191711760051293,Elementary_21
Elementary,0.8,21,21,7,0,0,0.00191711760051293,Elementary_21
Elementary,0.8,21,21,10,0,0,0.00191711760051293,Elementary_21
Elementary,0.8,21,21,14,0,0,0.00191711760051293,Elementary_21
Elementary,0.8,21,21,21,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,7,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.85,7,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,7,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,7,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,7,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.85,14,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,14,0,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,3,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,5,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,7,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,10,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,14,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.85,21,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,21,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,21,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,21,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,21,14,0,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,3,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,5,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,7,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,10,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,14,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,21,0,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,3,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,5,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,7,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,10,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,14,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,21,0,0,0.00191711760051293,Elementary_21
Middle,0.6,7,0,0,0.0405,0.0327048148660149,0.0500570162088565,Middle_0
Middle,0.6,7,7,0,0.034,0.0269081446460836,0.0428786089575945,Middle_7
Middle,0.6,7,7,3,0.0735,0.0628625230852384,0.0857727782279991,Middle_7
Middle,0.6,7,7,5,0.092,0.0801030614697076,0.105461306492311,Middle_7
Middle,0.6,7,7,7,0.118,0.104588002541306,0.132876675305486,Middle_7
Middle,0.6,14,0,0,0.0205,0.0151470750791152,0.0276914406997767,Middle_0
Middle,0.6,14,7,0,0.0185,0.0134512715327923,0.0253949127165016,Middle_7
Middle,0.6,14,7,3,0.0435,0.0354011538106259,0.0533491745586425,Middle_7
Middle,0.6,14,7,5,0.072,0.0614729542112373,0.0841680984548018,Middle_7
Middle,0.6,14,7,7,0.0785,0.0675041274687463,0.0911120026684861,Middle_7
Middle,0.6,14,14,0,0.0185,0.0134512715327923,0.0253949127165016,Middle_14
Middle,0.6,14,14,3,0.044,0.0358516854554926,0.0538967257961752,Middle_14
Middle,0.6,14,14,5,0.068,0.0577744555409583,0.0798819340658849,Middle_14
Middle,0.6,14,14,7,0.0735,0.0628625230852384,0.0857727782279991,Middle_14
Middle,0.6,14,14,10,0.0925,0.0805713727976361,0.105991078046782,Middle_14
Middle,0.6,14,14,14,0.118,0.104588002541306,0.132876675305486,Middle_14
Middle,0.6,21,0,0,0.016,0.0113561643652886,0.0224996054720079,Middle_0
Middle,0.6,21,7,0,0.0125,0.00848102158681642,0.0183881680736837,Middle_7
Middle,0.6,21,7,3,0.03,0.0233777478065314,0.0384243427379508,Middle_7
Middle,0.6,21,7,5,0.049,0.0403733961506753,0.0593558439249874,Middle_7
Middle,0.6,21,7,7,0.05,0.0412810881109756,0.0604443177294861,Middle_7
Middle,0.6,21,14,0,0.011,0.00727537083731509,0.0165995701759866,Middle_14
Middle,0.6,21,14,3,0.031,0.0242573530310011,0.0395409032782801,Middle_14
Middle,0.6,21,14,5,0.047,0.0385612620396613,0.0571756465064035,Middle_14
Middle,0.6,21,14,7,0.0515,0.0426445720150835,0.0620750824725767,Middle_14
Middle,0.6,21,14,10,0.072,0.0614729542112373,0.0841680984548018,Middle_14
Middle,0.6,21,14,14,0.0915,0.0796348626230106,0.104931422456608,Middle_14
Middle,0.6,21,21,0,0.0145,0.0101146109999731,0.0207469101901249,Middle_21
Middle,0.6,21,21,3,0.034,0.0269081446460836,0.0428786089575945,Middle_21
Middle,0.6,21,21,5,0.0465,0.0381089290666993,0.0566298965969659,Middle_21
Middle,0.6,21,21,7,0.0495,0.040827109954759,0.0599002130033031,Middle_21
Middle,0.6,21,21,10,0.066,0.0559292280367181,0.0777348300405272,Middle_21
Middle,0.6,21,21,14,0.0865,0.0749592477932692,0.099626208462355,Middle_21
Middle,0.6,21,21,21,0.1005,0.0880790186112304,0.11445275835158,Middle_21
Middle,0.7,7,0,0,0.015,0.0105270301204457,0.0213325739520519,Middle_0
Middle,0.7,7,7,0,0.014,0.00970371839455992,0.0201597199131387,Middle_7
Middle,0.7,7,7,3,0.033,0.0260226392876045,0.0417679485512746,Middle_7
Middle,0.7,7,7,5,0.0475,0.039013879394732,0.0577211120337322,Middle_7
Middle,0.7,7,7,7,0.0705,0.0600847976498332,0.0825620063690074,Middle_7
Middle,0.7,14,0,0,0.0125,0.00848102158681642,0.0183881680736837,Middle_0
Middle,0.7,14,7,0,0.012,0.00807709618377981,0.0177940105943208,Middle_7
Middle,0.7,14,7,3,0.0195,0.0142971752817024,0.0265451747323905,Middle_7
Middle,0.7,14,7,5,0.0295,0.0229387465974671,0.0378652610646156,Middle_7
Middle,0.7,14,7,7,0.046,0.037656884800935,0.0560838579803307,Middle_7
Middle,0.7,14,14,0,0.012,0.00807709618377981,0.0177940105943208,Middle_14
Middle,0.7,14,14,3,0.018,0.01302991458286,0.0248181867840345,Middle_14
Middle,0.7,14,14,5,0.031,0.0242573530310011,0.0395409032782801,Middle_14
Middle,0.7,14,14,7,0.0485,0.039919950504439,0.0588112066888242,Middle_14
Middle,0.7,14,14,10,0.061,0.0513288179378496,0.0723544113154007,Middle_14
Middle,0.7,14,14,14,0.0715,0.06101007642908,0.0836328933545596,Middle_14
Middle,0.7,21,0,0,0.005,0.00271815130132669,0.00917979512318111,Middle_0
Middle,0.7,21,7,0,0.0055,0.00307386501560881,0.00982216429129849,Middle_7
Middle,0.7,21,7,3,0.0145,0.0101146109999731,0.0207469101901249,Middle_7
Middle,0.7,21,7,5,0.023,0.0172875656687208,0.0305413645221685,Middle_7
Middle,0.7,21,7,7,0.035,0.0277954515736974,0.0439874677947796,Middle_7
Middle,0.7,21,14,0,0.0045,0.00236925360861072,0.0085306099334976,Middle_14
Middle,0.7,21,14,3,0.015,0.0105270301204457,0.0213325739520519,Middle_14
Middle,0.7,21,14,5,0.0235,0.0177181327898202,0.0311088802834686,Middle_14
Middle,0.7,21,14,7,0.034,0.0269081446460836,0.0428786089575945,Middle_14
Middle,0.7,21,14,10,0.04,0.0322566194460063,0.0495071287464656,Middle_14
Middle,0.7,21,14,14,0.05,0.0412810881109756,0.0604443177294861,Middle_14
Middle,0.7,21,21,0,0.0045,0.00236925360861072,0.0085306099334976,Middle_21
Middle,0.7,21,21,3,0.0155,0.0109409034713965,0.0219167834835005,Middle_21
Middle,0.7,21,21,5,0.022,0.0164288203711032,0.0294039440549872,Middle_21
Middle,0.7,21,21,7,0.0315,0.0246979323852123,0.0400984068064683,Middle_21
Middle,0.7,21,21,10,0.041,0.0331533613526873,0.0506065526045836,Middle_21
Middle,0.7,21,21,14,0.0535,0.0444660361934455,0.0642459498238126,Middle_21
Middle,0.7,21,21,21,0.0615,0.0517880063052593,0.0728933058303906,Middle_21
Middle,0.8,7,0,0,0.0015,0.00051025434865193,0.00440111189905947,Middle_0
Middle,0.8,7,7,0,0.0015,0.00051025434865193,0.00440111189905947,Middle_7
Middle,0.8,7,7,3,0.005,0.00271815130132669,0.00917979512318111,Middle_7
Middle,0.8,7,7,5,0.0065,0.00380255986868682,0.0110896352030195,Middle_7
Middle,0.8,7,7,7,0.0075,0.00455033645617224,0.012338024380333,Middle_7
Middle,0.8,14,0,0,0.0015,0.00051025434865193,0.00440111189905947,Middle_0
Middle,0.8,14,7,0,0.001,0.000274273176083379,0.00363901018922853,Middle_7
Middle,0.8,14,7,3,0.001,0.000274273176083379,0.00363901018922853,Middle_7
Middle,0.8,14,7,5,0.001,0.000274273176083379,0.00363901018922853,Middle_7
Middle,0.8,14,7,7,0.0025,0.00106829296910572,0.00583923904340465,Middle_7
Middle,0.8,14,14,0,0.001,0.000274273176083379,0.00363901018922853,Middle_14
Middle,0.8,14,14,3,0.001,0.000274273176083379,0.00363901018922853,Middle_14
Middle,0.8,14,14,5,0.001,0.000274273176083379,0.00363901018922853,Middle_14
Middle,0.8,14,14,7,0.002,0.00077801472547091,0.00513143440463997,Middle_14
Middle,0.8,14,14,10,0.006,0.00343556002945849,0.0104585521598483,Middle_14
Middle,0.8,14,14,14,0.005,0.00271815130132669,0.00917979512318111,Middle_14
Middle,0.8,21,0,0,5e-04,8.82654601505829e-05,0.00282693502276184,Middle_0
Middle,0.8,21,7,0,0,0,0.00191711760051293,Middle_7
Middle,0.8,21,7,3,0.001,0.000274273176083379,0.00363901018922853,Middle_7
Middle,0.8,21,7,5,0.002,0.00077801472547091,0.00513143440463997,Middle_7
Middle,0.8,21,7,7,0.002,0.00077801472547091,0.00513143440463997,Middle_7
Middle,0.8,21,14,0,0,0,0.00191711760051293,Middle_14
Middle,0.8,21,14,3,0.001,0.000274273176083379,0.00363901018922853,Middle_14
Middle,0.8,21,14,5,0.0015,0.00051025434865193,0.00440111189905947,Middle_14
Middle,0.8,21,14,7,0.002,0.00077801472547091,0.00513143440463997,Middle_14
Middle,0.8,21,14,10,0.0035,0.00169641004556232,0.00720728773174703,Middle_14
Middle,0.8,21,14,14,0.0045,0.00236925360861072,0.0085306099334976,Middle_14
Middle,0.8,21,21,0,0,0,0.00191711760051293,Middle_21
Middle,0.8,21,21,3,0.0015,0.00051025434865193,0.00440111189905947,Middle_21
Middle,0.8,21,21,5,0.0015,0.00051025434865193,0.00440111189905947,Middle_21
Middle,0.8,21,21,7,0.0015,0.00051025434865193,0.00440111189905947,Middle_21
Middle,0.8,21,21,10,0.0035,0.00169641004556232,0.00720728773174703,Middle_21
Middle,0.8,21,21,14,0.003,0.00137561114622761,0.00653000374868225,Middle_21
Middle,0.8,21,21,21,0.0055,0.00307386501560881,0.00982216429129849,Middle_21
Middle,0.85,7,0,0,0,0,0.00191711760051293,Middle_0
Middle,0.85,7,7,0,0,0,0.00191711760051293,Middle_7
Middle,0.85,7,7,3,0,0,0.00191711760051293,Middle_7
Middle,0.85,7,7,5,0,0,0.00191711760051293,Middle_7
Middle,0.85,7,7,7,0,0,0.00191711760051293,Middle_7
Middle,0.85,14,0,0,0,0,0.00191711760051293,Middle_0
Middle,0.85,14,7,0,0,0,0.00191711760051293,Middle_7
Middle,0.85,14,7,3,0,0,0.00191711760051293,Middle_7
Middle,0.85,14,7,5,0,0,0.00191711760051293,Middle_7
Middle,0.85,14,7,7,0,0,0.00191711760051293,Middle_7
Middle,0.85,14,14,0,0,0,0.00191711760051293,Middle_14
Middle,0.85,14,14,3,0,0,0.00191711760051293,Middle_14
Middle,0.85,14,14,5,0,0,0.00191711760051293,Middle_14
Middle,0.85,14,14,7,0,0,0.00191711760051293,Middle_14
Middle,0.85,14,14,10,0,0,0.00191711760051293,Middle_14
Middle,0.85,14,14,14,0,0,0.00191711760051293,Middle_14
Middle,0.85,21,0,0,0,0,0.00191711760051293,Middle_0
Middle,0.85,21,7,0,0,0,0.00191711760051293,Middle_7
Middle,0.85,21,7,3,0,0,0.00191711760051293,Middle_7
Middle,0.85,21,7,5,0,0,0.00191711760051293,Middle_7
Middle,0.85,21,7,7,0,0,0.00191711760051293,Middle_7
Middle,0.85,21,14,0,0,0,0.00191711760051293,Middle_14
Middle,0.85,21,14,3,0,0,0.00191711760051293,Middle_14
Middle,0.85,21,14,5,0,0,0.00191711760051293,Middle_14
Middle,0.85,21,14,7,0,0,0.00191711760051293,Middle_14
Middle,0.85,21,14,10,0,0,0.00191711760051293,Middle_14
Middle,0.85,21,14,14,0,0,0.00191711760051293,Middle_14
Middle,0.85,21,21,0,0,0,0.00191711760051293,Middle_21
Middle,0.85,21,21,3,0,0,0.00191711760051293,Middle_21
Middle,0.85,21,21,5,0,0,0.00191711760051293,Middle_21
Middle,0.85,21,21,7,0,0,0.00191711760051293,Middle_21
Middle,0.85,21,21,10,0,0,0.00191711760051293,Middle_21
Middle,0.85,21,21,14,0,0,0.00191711760051293,Middle_21
Middle,0.85,21,21,21,0,0,0.00191711760051293,Middle_21
High,0.6,7,0,0,0.646,0.624779889157544,0.666660312503106,High_0
High,0.6,7,7,0,0.568,0.546180199792993,0.589559072213337,High_7
High,0.6,7,7,3,0.488,0.466136848497698,0.509909162324714,High_7
High,0.6,7,7,5,0.446,0.424338878649285,0.46786817005157,High_7
High,0.6,7,7,7,0.4185,0.39705601734785,0.440256472821034,High_7
High,0.6,14,0,0,0.487,0.465139858480781,0.508909986576832,High_0
High,0.6,14,7,0,0.413,0.391607648347211,0.434725930115278,High_7
High,0.6,14,7,3,0.3575,0.336786894606002,0.378759483910144,High_7
High,0.6,14,7,5,0.34,0.319563178893629,0.361050298738535,High_7
High,0.6,14,7,7,0.334,0.313665091999285,0.354971391044086,High_7
High,0.6,14,14,0,0.3765,0.355521319168353,0.397952208878974,High_14
High,0.6,14,14,3,0.3335,0.31317375323575,0.354464646925221,High_14
High,0.6,14,14,5,0.308,0.28815071126417,0.328585461894427,High_14
High,0.6,14,14,7,0.31,0.290110755497382,0.330617749190813,High_14
High,0.6,14,14,10,0.284,0.264665531934396,0.304162662869025,High_14
High,0.6,14,14,14,0.2855,0.266131397576531,0.305691045874088,High_14
High,0.6,21,0,0,0.3545,0.333832070937571,0.375725810284178,High_0
High,0.6,21,7,0,0.33,0.30973511304791,0.350916706936265,High_7
High,0.6,21,7,3,0.3115,0.291581078559351,0.332141674776042,High_7
High,0.6,21,7,5,0.27,0.250997215579698,0.289884658516538,High_7
High,0.6,21,7,7,0.2795,0.260269547612485,0.299575901249341,High_7
High,0.6,21,14,0,0.2835,0.264176969525197,0.303653142395826,High_14
High,0.6,21,14,3,0.269,0.250021829278773,0.288863879052664,High_14
High,0.6,21,14,5,0.27,0.250997215579698,0.289884658516538,High_14
High,0.6,21,14,7,0.2445,0.22616512139804,0.263814525695822,High_14
High,0.6,21,14,10,0.2305,0.212569289115196,0.249464037271481,High_14
High,0.6,21,14,14,0.2385,0.220334941677528,0.257667710827541,High_14
High,0.6,21,21,0,0.2645,0.245634146648101,0.28426881574174,High_21
High,0.6,21,21,3,0.2625,0.243684889964782,0.282225740895461,High_21
High,0.6,21,21,5,0.266,0.247096423323589,0.285800787713451,High_21
High,0.6,21,21,7,0.2475,0.229082075024527,0.266886069363732,High_21
High,0.6,21,21,10,0.225,0.207235806924401,0.243818607755881,High_21
High,0.6,21,21,14,0.232,0.214024646833781,0.251002928200094,High_21
High,0.6,21,21,21,0.22,0.202391117771354,0.238682468084933,High_21
High,0.7,7,0,0,0.317,0.296974372272304,0.337727292769484,High_0
High,0.7,7,7,0,0.2655,0.246608966055122,0.285290162099518,High_7
High,0.7,7,7,3,0.2895,0.270041672800136,0.30976543370968,High_7
High,0.7,7,7,5,0.249,0.230541011083922,0.268421381951536,High_7
High,0.7,7,7,7,0.2695,0.250509506807262,0.289374284406574,High_7
High,0.7,14,0,0,0.212,0.194647637548207,0.230456622189689,High_0
High,0.7,14,7,0,0.1865,0.170035788871195,0.204166243864326,High_7
High,0.7,14,7,3,0.175,0.158974577963232,0.192271548477102,High_7
High,0.7,14,7,5,0.188,0.171480393272071,0.205715888110649,High_7
High,0.7,14,7,7,0.2165,0.199002113192681,0.23508489248681,High_7
High,0.7,14,14,0,0.1635,0.147939678029172,0.180350542115974,High_14
High,0.7,14,14,3,0.1525,0.137411221751013,0.168921174981343,High_14
High,0.7,14,14,5,0.167,0.151295214997409,0.183981585324533,High_14
High,0.7,14,14,7,0.1785,0.162338340827177,0.195894365789952,High_14
High,0.7,14,14,10,0.1715,0.155613249873535,0.188646296390002,High_14
High,0.7,14,14,14,0.1955,0.178709512530931,0.213458012087781,High_14
High,0.7,21,0,0,0.1505,0.13549993529367,0.166840129909089,High_0
High,0.7,21,7,0,0.136,0.121672653457707,0.151723008155467,High_7
High,0.7,21,7,3,0.1425,0.127864484443501,0.158506254640866,High_7
High,0.7,21,7,5,0.1535,0.138367217690015,0.16996134480714,High_7
High,0.7,21,7,7,0.1535,0.138367217690015,0.16996134480714,High_7
High,0.7,21,14,0,0.1205,0.106955021216354,0.135500071042435,High_14
High,0.7,21,14,3,0.1275,0.113593000239665,0.142835252372717,High_14
High,0.7,21,14,5,0.139,0.124529042446571,0.154855116460999,High_14
High,0.7,21,14,7,0.1335,0.119294185371289,0.149111061829888,High_14
High,0.7,21,14,10,0.1375,0.123100547951737,0.153289362308635,High_14
High,0.7,21,14,14,0.152,0.136933311603562,0.168401002246395,High_14
High,0.7,21,21,0,0.126,0.112169330331021,0.141264673634163,High_21
High,0.7,21,21,3,0.114,0.100805009831362,0.128675004956234,High_21
High,0.7,21,21,5,0.1155,0.102223009627241,0.130251253807553,High_21
High,0.7,21,21,7,0.123,0.109324011547697,0.13812149512309,High_21
High,0.7,21,21,10,0.1375,0.123100547951737,0.153289362308635,High_21
High,0.7,21,21,14,0.1405,0.125958128831561,0.156420278723208,High_21
High,0.7,21,21,21,0.158,0.142672052010949,0.174639256427802,High_21
High,0.8,7,0,0,0.042,0.0340514834672988,0.0517045962547711,High_0
High,0.8,7,7,0,0.0275,0.0211883969386008,0.0356232791938839,High_7
High,0.8,7,7,3,0.05,0.0412810881109756,0.0604443177294861,High_7
High,0.8,7,7,5,0.0515,0.0426445720150835,0.0620750824725767,High_7
High,0.8,7,7,7,0.055,0.0458346345893571,0.0658716000750995,High_7
High,0.8,14,0,0,0.0225,0.0168577864507217,0.0299730608577682,High_0
High,0.8,14,7,0,0.0175,0.0126096775369995,0.0242403409474955,High_7
High,0.8,14,7,3,0.025,0.0190143282221534,0.0328069334983339,High_7
High,0.8,14,7,5,0.0275,0.0211883969386008,0.0356232791938839,High_7
High,0.8,14,7,7,0.032,0.0251390139244065,0.0406554081496736,High_7
High,0.8,14,14,0,0.0125,0.00848102158681642,0.0183881680736837,High_14
High,0.8,14,14,3,0.0255,0.0194478193304766,0.0333715252724102,High_14
High,0.8,14,14,5,0.027,0.0207522961811078,0.0350612970689775,High_14
High,0.8,14,14,7,0.021,0.0155734357064525,0.0282631629548389,High_14
High,0.8,14,14,10,0.0215,0.0160006940703447,0.0288339874733462,High_14
High,0.8,14,14,14,0.028,0.0216251075646853,0.0361846514501989,High_14
High,0.8,21,0,0,0.017,0.0121906065577825,0.023661329044313,High_0
High,0.8,21,7,0,0.0105,0.00687783461945913,0.015999023511443,High_7
