school,vacc,q_high,q_med,q_low,P,lo,hi,curve
Elementary,0.7,14,7,3,0.1,0.0876090114116059,0.113924682668804,Elementary_7
Elementary,0.7,14,7,5,0.109,0.0960839267381599,0.123415259225441,Elementary_7
Elementary,0.7,14,7,7,0.107,0.0941979797357146,0.121308874698289,Elementary_7
Elementary,0.7,14,14,0,0.065,0.0550076684781542,0.076660223834292,Elementary_14
Elementary,0.7,14,14,3,0.0795,0.0684341615441391,0.0921781343578923,Elementary_14
Elementary,0.7,14,14,5,0.1015,0.089019332301267,0.115508610426342,Elementary_14
Elementary,0.7,14,14,7,0.102,0.0894896374890876,0.116036388120921,Elementary_14
Elementary,0.7,14,14,10,0.1045,0.0918426215017419,0.118673818520264,Elementary_14
Elementary,0.7,14,14,14,0.1315,0.11739265446482,0.147020261206758,Elementary_14
Elementary,0.7,21,0,0,0.0665,0.0563902741071777,0.078271866852467,Elementary_0
Elementary,0.7,21,7,0,0.052,0.0430995713408041,0.0626181660292555,Elementary_7
Elementary,0.7,21,7,3,0.0735,0.0628625230852384,0.0857727782279991,Elementary_7
Elementary,0.7,21,7,5,0.0795,0.0684341615441391,0.0921781343578923,Elementary_7
Elementary,0.7,21,7,7,0.0985,0.0861995963793663,0.112339849053846,Elementary_7
Elementary,0.7,21,14,0,0.0445,0.036302529260019,0.0544439648740483,Elementary_14
Elementary,0.7,21,14,3,0.065,0.0550076684781542,0.076660223834292,Elementary_14
Elementary,0.7,21,14,5,0.0695,0.0591601649584839,0.0814904732955578,Elementary_14
Elementary,0.7,21,14,7,0.077,0.0661101249667055,0.0895117565233285,Elementary_14
Elementary,0.7,21,14,10,0.088,0.0763606908931337,0.101219014009689,Elementary_14
Elementary,0.7,21,14,14,0.102,0.0894896374890876,0.116036388120921,Elementary_14
Elementary,0.7,21,21,0,0.0455,0.03720513368317,0.0555375262156962,Elementary_21
Elementary,0.7,21,21,3,0.055,0.0458346345893571,0.0658716000750995,Elementary_21
Elementary,0.7,21,21,5,0.065,0.0550076684781542,0.076660223834292,Elementary_21
Elementary,0.7,21,21,7,0.074,0.0633260196875465,0.0863073645080906,Elementary_21
Elementary,0.7,21,21,10,0.079,0.0679690754060425,0.0916451376135894,Elementary_21
Elementary,0.7,21,21,14,0.0845,0.0730923725130293,0.097500752212997,Elementary_21
Elementary,0.7,21,21,21,0.108,0.0951407713761533,0.122362248822649,Elementary_21
Elementary,0.8,7,0,0,0.012,0.00807709618377981,0.0177940105943208,Elementary_0
Elementary,0.8,7,7,0,0.007,0.00417430722170898,0.0117159707323968,Elementary_7
Elementary,0.8,7,7,3,0.013,0.00888683405424848,0.0189804384886511,Elementary_7
Elementary,0.8,7,7,5,0.0135,0.00929443086767369,0.0195709245576254,Elementary_7
Elementary,0.8,7,7,7,0.011,0.00727537083731509,0.0165995701759866,Elementary_7
Elementary,0.8,14,0,0,0.0085,0.00531372264014279,0.0135708039611614,Elementary_0
Elementary,0.8,14,7,0,0.0025,0.00106829296910572,0.00583923904340465,Elementary_7
Elementary,0.8,14,7,3,0.0085,0.00531372264014279,0.0135708039611614,Elementary_7
Elementary,0.8,14,7,5,0.0075,0.00455033645617224,0.012338024380333,Elementary_7
Elementary,0.8,14,7,7,0.0105,0.00687783461945913,0.015999023511443,Elementary_7
Elementary,0.8,14,14,0,0.0015,0.00051025434865193,0.00440111189905947,Elementary_14
Elementary,0.8,14,14,3,0.0085,0.00531372264014279,0.0135708039611614,Elementary_14
Elementary,0.8,14,14,5,0.009,0.00570045264633995,0.0141821568373637,Elementary_14
Elementary,0.8,14,14,7,0.0095,0.00609019121047806,0.0147905011556251,Elementary_14
Elementary,0.8,14,14,10,0.009,0.00570045264633995,0.0141821568373637,Elementary_14
Elementary,0.8,14,14,14,0.0115,0.0076751709359404,0.0171978529597607,Elementary_14
Elementary,0.8,21,0,0,0.006,0.00343556002945849,0.0104585521598483,Elementary_0
Elementary,0.8,21,7,0,0.0035,0.00169641004556232,0.00720728773174703,Elementary_7
Elementary,0.8,21,7,3,0.007,0.00417430722170898,0.0117159707323968,Elementary_7
Elementary,0.8,21,7,5,0.0085,0.00531372264014279,0.0135708039611614,Elementary_7
Elementary,0.8,21,7,7,0.007,0.00417430722170898,0.0117159707323968,Elementary_7
Elementary,0.8,21,14,0,0.0025,0.00106829296910572,0.00583923904340465,Elementary_14
Elementary,0.8,21,14,3,0.008,0.00493025378658916,0.0129561899323156,Elementary_14
Elementary,0.8,21,14,5,0.007,0.00417430722170898,0.0117159707323968,Elementary_14
Elementary,0.8,21,14,7,0.0065,0.00380255986868682,0.0110896352030195,Elementary_14
Elementary,0.8,21,14,10,0.005,0.00271815130132669,0.00917979512318111,Elementary_14
Elementary,0.8,21,14,14,0.0075,0.00455033645617224,0.012338024380333,Elementary_14
Elementary,0.8,21,21,0,0.0025,0.00106829296910572,0.00583923904340465,Elementary_21
Elementary,0.8,21,21,3,0.006,0.00343556002945849,0.0104585521598483,Elementary_21
Elementary,0.8,21,21,5,0.006,0.00343556002945849,0.0104585521598483,Elementary_21
Elementary,0.8,21,21,7,0.007,0.00417430722170898,0.0117159707323968,Elementary_21
Elementary,0.8,21,21,10,0.0095,0.00609019121047806,0.0147905011556251,Elementary_21
Elementary,0.8,21,21,14,0.0075,0.00455033645617224,0.012338024380333,Elementary_21
Elementary,0.8,21,21,21,0.011,0.00727537083731509,0.0165995701759866,Elementary_21
Elementary,0.85,7,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.85,7,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,7,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,7,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,7,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.85,14,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,14,14,0,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,3,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,5,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,7,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,10,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,14,14,14,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,0,0,0,0,0.00191711760051293,Elementary_0
Elementary,0.85,21,7,0,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,21,7,3,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,21,7,5,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,21,7,7,0,0,0.00191711760051293,Elementary_7
Elementary,0.85,21,14,0,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,3,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,5,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,7,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,10,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,14,14,0,0,0.00191711760051293,Elementary_14
Elementary,0.85,21,21,0,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,3,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,5,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,7,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,10,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,14,0,0,0.00191711760051293,Elementary_21
Elementary,0.85,21,21,21,0,0,0.00191711760051293,Elementary_21
Middle,0.6,7,0,0,0.0535,0.0444660361934455,0.0642459498238126,Middle_0
Middle,0.6,7,7,0,0.0495,0.040827109954759,0.0599002130033031,Middle_7
Middle,0.6,7,7,3,0.078,0.0670393189332363,0.0905787283215966,Middle_7
Middle,0.6,7,7,5,0.096,0.0838526345283707,0.109696396492844,Middle_7
Middle,0.6,7,7,7,0.1185,0.105061245987227,0.133401514741965,Middle_7
Middle,0.6,14,0,0,0.025,0.0190143282221534,0.0328069334983339,Middle_0
Middle,0.6,14,7,0,0.024,0.0181494638820871,0.0316756320736012,Middle_7
Middle,0.6,14,7,3,0.049,0.0403733961506753,0.0593558439249874,Middle_7
Middle,0.6,14,7,5,0.0735,0.0628625230852384,0.0857727782279991,Middle_7
Middle,0.6,14,7,7,0.0795,0.0684341615441391,0.0921781343578923,Middle_7
Middle,0.6,14,14,0,0.024,0.0181494638820871,0.0316756320736012,Middle_14
Middle,0.6,14,14,3,0.0475,0.039013879394732,0.0577211120337322,Middle_14
Middle,0.6,14,14,5,0.071,0.0605473570632924,0.0830975298379477,Middle_14
Middle,0.6,14,14,7,0.0735,0.0628625230852384,0.0857727782279991,Middle_14
Middle,0.6,14,14,10,0.0935,0.0815083296522692,0.107050286956948,Middle_14
Middle,0.6,14,14,14,0.118,0.104588002541306,0.132876675305486,Middle_14
Middle,0.6,21,0,0,0.0225,0.0168577864507217,0.0299730608577682,Middle_0
Middle,0.6,21,7,0,0.0195,0.0142971752817024,0.0265451747323905,Middle_7
Middle,0.6,21,7,3,0.0345,0.0273515775958058,0.0434332588902718,Middle_7
Middle,0.6,21,7,5,0.0525,0.0435548173272603,0.0631610029251988,Middle_7
Middle,0.6,21,7,7,0.0535,0.0444660361934455,0.0642459498238126,Middle_7
Middle,0.6,21,14,0,0.0155,0.0109409034713965,0.0219167834835005,Middle_14
Middle,0.6,21,14,3,0.0355,0.0282397576245931,0.0445412446262834,Middle_14
Middle,0.6,21,14,5,0.0505,0.0417353269068604,0.0609881618160007,Middle_14
Middle,0.6,21,14,7,0.0525,0.0435548173272603,0.0631610029251988,Middle_14
Middle,0.6,21,14,10,0.073,0.0623991790110752,0.0852380394197629,Middle_14
Middle,0.6,21,14,14,0.092,0.0801030614697076,0.105461306492311,Middle_14
Middle,0.6,21,21,0,0.0205,0.0151470750791152,0.0276914406997767,Middle_21
Middle,0.6,21,21,3,0.0365,0.0291296316508845,0.045647536364791,Middle_21
Middle,0.6,21,21,5,0.0495,0.040827109954759,0.0599002130033031,Middle_21
Middle,0.6,21,21,7,0.0505,0.0417353269068604,0.0609881618160007,Middle_21
Middle,0.6,21,21,10,0.068,0.0577744555409583,0.0798819340658849,Middle_21
Middle,0.6,21,21,14,0.087,0.0754262745454895,0.100157264592534,Middle_21
Middle,0.6,21,21,21,0.1005,0.0880790186112304,0.11445275835158,Middle_21
Middle,0.7,7,0,0,0.0165,0.0117727511221759,0.0230811015975202,Middle_0
Middle,0.7,7,7,0,0.0155,0.0109409034713965,0.0219167834835005,Middle_7
Middle,0.7,7,7,3,0.034,0.0269081446460836,0.0428786089575945,Middle_7
Middle,0.7,7,7,5,0.0475,0.039013879394732,0.0577211120337322,Middle_7
Middle,0.7,7,7,7,0.0705,0.0600847976498332,0.0825620063690074,Middle_7
Middle,0.7,14,0,0,0.014,0.00970371839455992,0.0201597199131387,Middle_0
Middle,0.7,14,7,0,0.0135,0.00929443086767369,0.0195709245576254,Middle_7
Middle,0.7,14,7,3,0.021,0.0155734357064525,0.0282631629548389,Middle_7
Middle,0.7,14,7,5,0.03,0.0233777478065314,0.0384243427379508,Middle_7
Middle,0.7,14,7,7,0.046,0.037656884800935,0.0560838579803307,Middle_7
Middle,0.7,14,14,0,0.013,0.00888683405424848,0.0189804384886511,Middle_14
Middle,0.7,14,14,3,0.019,0.0138737052353445,0.0259705618963489,Middle_14
Middle,0.7,14,14,5,0.0315,0.0246979323852123,0.0400984068064683,Middle_14
Middle,0.7,14,14,7,0.0485,0.039919950504439,0.0588112066888242,Middle_14
Middle,0.7,14,14,10,0.061,0.0513288179378496,0.0723544113154007,Middle_14
Middle,0.7,14,14,14,0.0715,0.06101007642908,0.0836328933545596,Middle_14
Middle,0.7,21,0,0,0.0055,0.00307386501560881,0.00982216429129849,Middle_0
Middle,0.7,21,7,0,0.006,0.00343556002945849,0.0104585521598483,Middle_7
Middle,0.7,21,7,3,0.0145,0.0101146109999731,0.0207469101901249,Middle_7
Middle,0.7,21,7,5,0.0235,0.0177181327898202,0.0311088802834686,Middle_7
Middle,0.7,21,7,7,0.035,0.0277954515736974,0.0439874677947796,Middle_7
Middle,0.7,21,14,0,0.005,0.00271815130132669,0.00917979512318111,Middle_14
Middle,0.7,21,14,3,0.0155,0.0109409034713965,0.0219167834835005,Middle_14
Middle,0.7,21,14,5,0.024,0.0181494638820871,0.0316756320736012,Middle_14
Middle,0.7,21,14,7,0.034,0.0269081446460836,0.0428786089575945,Middle_14
Middle,0.7,21,14,10,0.04,0.0322566194460063,0.0495071287464656,Middle_14
Middle,0.7,21,14,14,0.05,0.0412810881109756,0.0604443177294861,Middle_14
Middle,0.7,21,21,0,0.005,0.00271815130132669,0.00917979512318111,Middle_21
Middle,0.7,21,21,3,0.016,0.0113561643652886,0.0224996054720079,Middle_21
Middle,0.7,21,21,5,0.0225,0.0168577864507217,0.0299730608577682,Middle_21
Middle,0.7,21,21,7,0.0315,0.0246979323852123,0.0400984068064683,Middle_21
Middle,0.7,21,21,10,0.041,0.0331533613526873,0.0506065526045836,Middle_21
Middle,0.7,21,21,14,0.0535,0.0444660361934455,0.0642459498238126,Middle_21
Middle,0.7,21,21,21,0.0615,0.0517880063052593,0.0728933058303906,Middle_21
Middle,0.8,7,0,0,0.0065,0.00380255986868682,0.0110896352030195,Middle_0
Middle,0.8,7,7,0,0.0065,0.00380255986868682,0.0110896352030195,Middle_7
Middle,0.8,7,7,3,0.0185,0.0134512715327923,0.0253949127165016,Middle_7
Middle,0.8,7,7,5,0.023,0.0172875656687208,0.0305413645221685,Middle_7
Middle,0.8,7,7,7,0.0335,0.026465162003517,0.0423235087177615,Middle_7
Middle,0.8,14,0,0,0.0065,0.00380255986868682,0.0110896352030195,Middle_0
Middle,0.8,14,7,0,0.007,0.00417430722170898,0.0117159707323968,Middle_7
Middle,0.8,14,7,3,0.0145,0.0101146109999731,0.0207469101901249,Middle_7
Middle,0.8,14,7,5,0.0195,0.0142971752817024,0.0265451747323905,Middle_7
Middle,0.8,14,7,7,0.0245,0.0185815362243922,0.0322416426136956,Middle_7
Middle,0.8,14,14,0,0.0055,0.00307386501560881,0.00982216429129849,Middle_14
Middle,0.8,14,14,3,0.015,0.0105270301204457,0.0213325739520519,Middle_14
Middle,0.8,14,14,5,0.022,0.0164288203711032,0.0294039440549872,Middle_14
Middle,0.8,14,14,7,0.0245,0.0185815362243922,0.0322416426136956,Middle_14
Middle,0.8,14,14,10,0.033,0.0260226392876045,0.0417679485512746,Middle_14
Middle,0.8,14,14,14,0.0365,0.0291296316508845,0.045647536364791,Middle_14
Middle,0.8,21,0,0,0.0025,0.00106829296910572,0.00583923904340465,Middle_0
Middle,0.8,21,7,0,0.0025,0.00106829296910572,0.00583923904340465,Middle_7
Middle,0.8,21,7,3,0.0085,0.00531372264014279,0.0135708039611614,Middle_7
Middle,0.8,21,7,5,0.012,0.00807709618377981,0.0177940105943208,Middle_7
Middle,0.8,21,7,7,0.014,0.00970371839455992,0.0201597199131387,Middle_7
Middle,0.8,21,14,0,0.0025,0.00106829296910572,0.00583923904340465,Middle_14
Middle,0.8,21,14,3,0.0085,0.00531372264014279,0.0135708039611614,Middle_14
Middle,0.8,21,14,5,0.0115,0.0076751709359404,0.0171978529597607,Middle_14
Middle,0.8,21,14,7,0.0145,0.0101146109999731,0.0207469101901249,Middle_14
Middle,0.8,21,14,10,0.023,0.0172875656687208,0.0305413645221685,Middle_14
Middle,0.8,21,14,14,0.0295,0.0229387465974671,0.0378652610646156,Middle_14
Middle,0.8,21,21,0,0.0025,0.00106829296910572,0.00583923904340465,Middle_21
Middle,0.8,21,21,3,0.0095,0.00609019121047806,0.0147905011556251,Middle_21
Middle,0.8,21,21,5,0.012,0.00807709618377981,0.0177940105943208,Middle_21
Middle,0.8,21,21,7,0.0135,0.00929443086767369,0.0195709245576254,Middle_21
Middle,0.8,21,21,10,0.0215,0.0160006940703447,0.0288339874733462,Middle_21
Middle,0.8,21,21,14,0.028,0.0216251075646853,0.0361846514501989,Middle_21
Middle,0.8,21,21,21,0.043,0.0349509394153301,0.0528013060715387,Middle_21
Middle,0.85,7,0,0,0.004,0.00202822220982194,0.00787355844988689,Middle_0
Middle,0.85,7,7,0,0.0035,0.00169641004556232,0.00720728773174703,Middle_7
Middle,0.85,7,7,3,0.0085,0.00531372264014279,0.0135708039611614,Middle_7
Middle,0.85,7,7,5,0.0125,0.00848102158681642,0.0183881680736837,Middle_7
Middle,0.85,7,7,7,0.0205,0.0151470750791152,0.0276914406997767,Middle_7
Middle,0.85,14,0,0,0.004,0.00202822220982194,0.00787355844988689,Middle_0
Middle,0.85,14,7,0,0.0035,0.00169641004556232,0.00720728773174703,Middle_7
Middle,0.85,14,7,3,0.0075,0.00455033645617224,0.012338024380333,Middle_7
Middle,0.85,14,7,5,0.009,0.00570045264633995,0.0141821568373637,Middle_7
Middle,0.85,14,7,7,0.01,0.00648271696627417,0.0153960582822285,Middle_7
Middle,0.85,14,14,0,0.0035,0.00169641004556232,0.00720728773174703,Middle_14
Middle,0.85,14,14,3,0.007,0.00417430722170898,0.0117159707323968,Middle_14
Middle,0.85,14,14,5,0.0085,0.00531372264014279,0.0135708039611614,Middle_14
Middle,0.85,14,14,7,0.01,0.00648271696627417,0.0153960582822285,Middle_14
Middle,0.85,14,14,10,0.015,0.0105270301204457,0.0213325739520519,Middle_14
Middle,0.85,14,14,14,0.0205,0.0151470750791152,0.0276914406997767,Middle_14
Middle,0.85,21,0,0,0.003,0.00137561114622761,0.00653000374868225,Middle_0
Middle,0.85,21,7,0,0.0025,0.00106829296910572,0.00583923904340465,Middle_7
Middle,0.85,21,7,3,0.007,0.00417430722170898,0.0117159707323968,Middle_7
Middle,0.85,21,7,5,0.009,0.00570045264633995,0.0141821568373637,Middle_7
Middle,0.85,21,7,7,0.0125,0.00848102158681642,0.0183881680736837,Middle_7
Middle,0.85,21,14,0,0.002,0.00077801472547091,0.00513143440463997,Middle_14
Middle,0.85,21,14,3,0.007,0.00417430722170898,0.0117159707323968,Middle_14
Middle,0.85,21,14,5,0.0095,0.00609019121047806,0.0147905011556251,Middle_14
Middle,0.85,21,14,7,0.012,0.00807709618377981,0.0177940105943208,Middle_14
Middle,0.85,21,14,10,0.016,0.0113561643652886,0.0224996054720079,Middle_14
Middle,0.85,21,14,14,0.021,0.0155734357064525,0.0282631629548389,Middle_14
Middle,0.85,21,21,0,0.002,0.00077801472547091,0.00513143440463997,Middle_21
Middle,0.85,21,21,3,0.007,0.00417430722170898,0.0117159707323968,Middle_21
Middle,0.85,21,21,5,0.0095,0.00609019121047806,0.0147905011556251,Middle_21
Middle,0.85,21,21,7,0.0125,0.00848102158681642,0.0183881680736837,Middle_21
Middle,0.85,21,21,10,0.016,0.0113561643652886,0.0224996054720079,Middle_21
Middle,0.85,21,21,14,0.02,0.0147216437672432,0.0271187891292492,Middle_21
Middle,0.85,21,21,21,0.028,0.0216251075646853,0.0361846514501989,Middle_21
High,0.6,7,0,0,0.759,0.7397705068222,0.777236426260734,High_0
High,0.6,7,7,0,0.6925,0.671922679196764,0.712339230527039,High_7
High,0.6,7,7,3,0.622,0.600534066873179,0.642998156432296,High_7
High,0.6,7,7,5,0.57,0.548188543337729,0.591543060198199,High_7
High,0.6,7,7,7,0.543,0.521106065934367,0.564729061951989,High_7
High,0.6,14,0,0,0.626,0.604571145317845,0.646945741046826,High_0
High,0.6,14,7,0,0.5355,0.513594635153296,0.557269249497067,High_7
High,0.6,14,7,3,0.4865,0.464641396280415,0.508410365894799,High_7
High,0.6,14,7,5,0.4355,0.413913771497723,0.457333536672744,High_7
High,0.6,14,7,7,0.426,0.404490044832002,0.447793688572874,High_7
High,0.6,14,14,0,0.4805,0.458661556638366,0.502413210948054,High_14
High,0.6,14,14,3,0.439,0.417387713136237,0.460846175211026,High_14
High,0.6,14,14,5,0.4,0.378740721630874,0.421642701889228,High_14
High,0.6,14,14,7,0.375,0.35404101085747,0.396438268542658,High_14
High,0.6,14,14,10,0.3375,0.31710519042112,0.358517872799047,High_14
High,0.6,14,14,14,0.336,0.315630707010986,0.356998107561982,High_14
High,0.6,21,0,0,0.49,0.468131090951779,0.511907251400232,High_0
High,0.6,21,7,0,0.4445,0.422848975555973,0.466363824497684,High_7
High,0.6,21,7,3,0.41,0.388636976560385,0.431708104607708,High_7
High,0.6,21,7,5,0.3725,0.351574311937511,0.39391455305062,High_7
High,0.6,21,7,7,0.359,0.338264641620393,0.380275985542952,High_7
High,0.6,21,14,0,0.3825,0.361444708272672,0.404005814363448,High_14
High,0.6,21,14,3,0.3585,0.337772034515607,0.379770509765338,High_14
High,0.6,21,14,5,0.344,0.323497294717772,0.365100845973588,High_14
High,0.6,21,14,7,0.328,0.307770752902564,0.348888735552013,High_14
High,0.6,21,14,10,0.292,0.272486547269882,0.312310973651932,High_14
High,0.6,21,14,14,0.28,0.260757870156505,0.30008566158772,High_14
High,0.6,21,21,0,0.35,0.329401520879995,0.371173614400158,High_21
High,0.6,21,21,3,0.337,0.316613670088844,0.358011310248923,High_21
High,0.6,21,21,5,0.341,0.320546554277101,0.362063089119862,High_21
High,0.6,21,21,7,0.318,0.29795532477566,0.338742506030927,High_21
High,0.6,21,21,10,0.292,0.272486547269882,0.312310973651932,High_21
High,0.6,21,21,14,0.2835,0.264176969525197,0.303653142395826,High_21
High,0.6,21,21,21,0.245,0.226651194826152,0.264326535150109,High_21
High,0.7,7,0,0,0.574,0.552206311427126,0.595509955167998,High_0
High,0.7,7,7,0,0.481,0.459159756213004,0.502913094255816,High_7
High,0.7,7,7,3,0.436,0.414409981724866,0.457835409327999,High_7
High,0.7,7,7,5,0.349,0.328417230371918,0.370161739143437,High_7
High,0.7,7,7,7,0.3555,0.33481691263083,0.376737134355718,High_7
High,0.7,14,0,0,0.3935,0.37231313144982,0.415095214599089,High_0
High,0.7,14,7,0,0.333,0.312682440526039,0.353957876752533,High_7
High,0.7,14,7,3,0.3,0.280314997829394,0.320451849210811,High_7
High,0.7,14,7,5,0.2655,0.246608966055122,0.285290162099518,High_7
High,0.7,14,7,7,0.2755,0.256364058757371,0.29549672704526,High_7
High,0.7,14,14,0,0.288,0.268575098891017,0.308237758971601,High_14
High,0.7,14,14,3,0.2445,0.22616512139804,0.263814525695822,High_14
High,0.7,14,14,5,0.251,0.232486731262796,0.27046799330226,High_14
High,0.7,14,14,7,0.2365,0.218392670092079,0.255617650883391,High_14
High,0.7,14,14,10,0.216,0.198518125077602,0.234570797719489,High_14
High,0.7,14,14,14,0.209,0.191746446802905,0.227369315640593,High_14
High,0.7,21,0,0,0.2875,0.26808629965298,0.307728475327238,High_0
High,0.7,21,7,0,0.261,0.24222328365264,0.280693098560405,High_7
High,0.7,21,7,3,0.2475,0.229082075024527,0.266886069363732,High_7
High,0.7,21,7,5,0.225,0.207235806924401,0.243818607755881,High_7
High,0.7,21,7,7,0.2125,0.195131309751699,0.230971032868596,High_7
High,0.7,21,14,0,0.2245,0.206751167945593,0.24330516385229,High_14
High,0.7,21,14,3,0.2025,0.185465576056309,0.220675108915996,High_14
High,0.7,21,14,5,0.2075,0.190296397756369,0.225825116039931,High_14
High,0.7,21,14,7,0.1815,0.165223461523885,0.198997742387642,High_14
High,0.7,21,14,10,0.1835,0.167147829556958,0.201065705884167,High_14
High,0.7,21,14,14,0.1805,0.164261562548475,0.197963475598253,High_14
High,0.7,21,21,0,0.2155,0.198034176102654,0.234056663812038,High_21
High,0.7,21,21,3,0.2065,0.189329902699528,0.224795445331973,High_21
High,0.7,21,21,5,0.1825,0.166185550930883,0.200031818745443,High_21
High,0.7,21,21,7,0.178,0.161857656358428,0.195376967376302,High_21
High,0.7,21,21,10,0.186,0.16955434614716,0.203649603705962,High_21
High,0.7,21,21,14,0.1855,0.16907294969882,0.203132917271903,High_21
High,0.7,21,21,21,0.163,0.147460529529075,0.179831607733671,High_21
High,0.8,7,0,0,0.157,0.141715023497666,0.173600119176286,High_0
