school,vacc,q_high,q_med,q_low,P,lo,hi,curve
High,0.8,21,14,14,0.282,0.262711461376244,0.30212440189758,High_14
High,0.8,21,21,0,0.3045,0.284721703463605,0.325027889518196,High_21
High,0.8,21,21,3,0.2935,0.273953820776727,0.313837948792285,High_21
High,0.8,21,21,5,0.2855,0.266131397576531,0.305691045874088,High_21
High,0.8,21,21,7,0.274,0.254900004047053,0.293966533108379,High_21
High,0.8,21,21,10,0.274,0.254900004047053,0.293966533108379,High_21
High,0.8,21,21,14,0.266,0.247096423323589,0.285800787713451,High_21
High,0.8,21,21,21,0.254,0.235406314491311,0.273536907368141,High_21
High,0.85,7,0,0,0.387,0.365889500025146,0.40854376855257,High_0
High,0.85,7,7,0,0.3405,0.320054853756098,0.361556706758466,High_7
High,0.85,7,7,3,0.3215,0.301389508250011,0.342294902733372,High_7
High,0.85,7,7,5,0.303,0.28325254808232,0.323502796252282,High_7
High,0.85,7,7,7,0.2925,0.272975609457637,0.312819994346576,High_7
High,0.85,14,0,0,0.3055,0.285701280501409,0.32604447824519,High_0
High,0.85,14,7,0,0.2865,0.267108789547637,0.306709819667782,High_7
High,0.85,14,7,3,0.2725,0.253436226199748,0.292436062308485,High_7
High,0.85,14,7,5,0.26,0.241249040426715,0.279671176021531,High_7
High,0.85,14,7,7,0.2415,0.223249405076843,0.260741744722622,High_7
High,0.85,14,14,0,0.245,0.226651194826152,0.264326535150109,High_14
High,0.85,14,14,3,0.2315,0.213539491211051,0.250490000940425,High_14
High,0.85,14,14,5,0.227,0.20917473659193,0.245872009617951,High_14
High,0.85,14,14,7,0.2075,0.190296397756369,0.225825116039931,High_14
High,0.85,14,14,10,0.1925,0.175816659949682,0.210362367374634,High_14
High,0.85,14,14,14,0.182,0.165704482499609,0.199514804294317,High_14
High,0.85,21,0,0,0.263,0.244172156224312,0.282736557518331,High_0
High,0.85,21,7,0,0.2455,0.227137302551805,0.264838510306856,High_7
High,0.85,21,7,3,0.222,0.204328538118297,0.240737379267588,High_7
High,0.85,21,7,5,0.2135,0.196098773582503,0.231999734802591,High_7
High,0.85,21,7,7,0.207,0.189813129724662,0.225310301189238,High_7
High,0.85,21,14,0,0.197,0.180156530701585,0.215005242564326,High_14
High,0.85,21,14,3,0.193,0.176298691584313,0.210878418622402,High_14
High,0.85,21,14,5,0.188,0.171480393272071,0.205715888110649,High_14
High,0.85,21,14,7,0.1845,0.168110296206165,0.202099404999758,High_14
High,0.85,21,14,10,0.174,0.158013947545111,0.191236013130424,High_14
High,0.85,21,14,14,0.16,0.144586781085974,0.176716858882375,High_14
High,0.85,21,21,0,0.189,0.172443691654567,0.206748755492952,High_21
High,0.85,21,21,3,0.18,0.163780684856131,0.197446270408197,High_21
High,0.85,21,21,5,0.1795,0.163299855234042,0.196929017147887,High_21
High,0.85,21,21,7,0.1635,0.147939678029172,0.180350542115974,High_21
High,0.85,21,21,10,0.161,0.145544478249518,0.17775532748363,High_21
High,0.85,21,21,14,0.1495,0.134544648606803,0.165799250831157,High_21
High,0.85,21,21,21,0.1435,0.128818045889736,0.15954885895943,High_21
