school,strategy,q_high,q_med,q_low,vacc,size
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,22
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,21
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,28
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,18
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,23
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,19
Elementary,21/14/7,21,14,7,0.7,38
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,21
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,18
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,21
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,31
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,19
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,30
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,42
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,24
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,52
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,25
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,19
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,18
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,26
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,26
Elementary,21/14/7,21,14,7,0.7,22
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,29
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,28
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,37
Elementary,21/14/7,21,14,7,0.7,26
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,41
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,24
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,19
Elementary,21/14/7,21,14,7,0.7,51
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,19
Elementary,21/14/7,21,14,7,0.7,51
Elementary,21/14/7,21,14,7,0.7,26
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,34
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,28
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,19
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,25
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,41
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,18
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,23
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,19
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,20
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,20
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,29
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,18
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,20
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,32
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,20
Elementary,21/14/7,21,14,7,0.7,23
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,25
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,27
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,30
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,27
Elementary,21/14/7,21,14,7,0.7,28
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,20
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,51
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,23
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,24
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,23
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,52
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,26
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,48
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,57
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,20
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,26
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,47
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,51
Elementary,21/14/7,21,14,7,0.7,10
Elementary,21/14/7,21,14,7,0.7,30
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,16
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,45
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,52
Elementary,21/14/7,21,14,7,0.7,6
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,24
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,25
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,14
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,23
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,17
Elementary,21/14/7,21,14,7,0.7,20
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,26
Elementary,21/14/7,21,14,7,0.7,15
Elementary,21/14/7,21,14,7,0.7,20
Elementary,21/14/7,21,14,7,0.7,50
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,7
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,12
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,26
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,8
Elementary,21/14/7,21,14,7,0.7,13
Elementary,21/14/7,21,14,7,0.7,4
Elementary,21/14/7,21,14,7,0.7,21
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,49
Elementary,21/14/7,21,14,7,0.7,5
Elementary,21/14/7,21,14,7,0.7,9
Elementary,21/14/7,21,14,7,0.7,3
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,2
Elementary,21/14/7,21,14,7,0.7,11
Elementary,21/14/7,21,14,7,0.7,30
Elementary,21/14/7,21,14,7,0.7,23
Elementary,21/14/7,21,14,7,0.7,1
Elementary,21/14/7,21,14,7,0.7,1
