school,set,strategy,q_high,q_med,q_low,vacc,size
Elementary,tiered,21/0/0,21,0,0,0.6,32
Elementary,tiered,21/0/0,21,0,0,0.6,2
Elementary,tiered,21/0/0,21,0,0,0.6,10
Elementary,tiered,21/0/0,21,0,0,0.6,1
Elementary,tiered,21/0/0,21,0,0,0.6,21
Elementary,tiered,21/0/0,21,0,0,0.6,3
Elementary,tiered,21/0/0,21,0,0,0.6,11
Elementary,tiered,21/0/0,21,0,0,0.6,3
Elementary,tiered,21/0/0,21,0,0,0.6,21
Elementary,tiered,21/0/0,21,0,0,0.6,1
Elementary,tiered,21/0/0,21,0,0,0.6,46
Elementary,tiered,21/0/0,21,0,0,0.6,19
Elementary,tiered,21/0/0,21,0,0,0.6,40
Elementary,tiered,21/0/0,21,0,0,0.6,64
Elementary,tiered,21/0/0,21,0,0,0.6,30
Elementary,tiered,21/0/0,21,0,0,0.6,25
Elementary,tiered,21/0/0,21,0,0,0.6,2
Elementary,tiered,21/0/0,21,0,0,0.6,24
Elementary,tiered,21/0/0,21,0,0,0.6,32
Elementary,tiered,21/0/0,21,0,0,0.6,3
Elementary,tiered,21/0/0,21,0,0,0.6,59
Elementary,tiered,21/0/0,21,0,0,0.6,1
Elementary,tiered,21/0/0,21,0,0,0.6,9
Elementary,tiered,21/0/0,21,0,0,0.6,22
Elementary,tiered,21/0/0,21,0,0,0.6,1
Elementary,tiered,21/0/0,21,0,0,0.6,46
Elementary,tiered,21/0/0,21,0,0,0.6,22
Elementary,tiered,21/0/0,21,0,0,0.6,23
Elementary,tiered,21/0/0,21,0,0,0.6,11
Elementary,tiered,21/0/0,21,0,0,0.6,15
Elementary,tiered,21/0/0,21,0,0,0.6,45
Elementary,tiered,21/0/0,21,0,0,0.6,33
Elementary,tiered,21/0/0,21,0,0,0.6,6
Elementary,tiered,21/0/0,21,0,0,0.6,13
Elementary,tiered,21/0/0,21,0,0,0.6,5
Elementary,tiered,21/0/0,21,0,0,0.6,27
Elementary,tiered,21/0/0,21,0,0,0.6,6
Elementary,tiered,21/0/0,21,0,0,0.6,13
Elementary,tiered,21/0/0,21,0,0,0.6,52
Elementary,tiered,21/0/0,21,0,0,0.6,2
Elementary,tiered,21/0/0,21,0,0,0.6,18
Elementary,tiered,21/0/0,21,0,0,0.6,8
Elementary,tiered,21/0/0,21,0,0,0.6,4
Elementary,tiered,21/0/0,21,0,0,0.6,33
Elementary,tiered,21/0/0,21,0,0,0.6,30
Elementary,tiered,21/0/0,21,0,0,0.6,4
Elementary,tiered,21/0/0,21,0,0,0.6,26
Elementary,tiered,21/0/0,21,0,0,0.6,4
Elementary,tiered,21/0/0,21,0,0,0.6,21
Elementary,tiered,21/0/0,21,0,0,0.6,31
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,51
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,17
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,12
Elementary,tiered,21/21/21,21,21,21,0.7,22
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,20
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,12
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,23
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,21
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,19
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,18
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,29
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,17
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,18
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,24
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,27
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,17
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,19
Elementary,tiered,21/21/21,21,21,21,0.7,17
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,18
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,12
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,12
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,12
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,16
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,16
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,12
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,15
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,51
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,53
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,18
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,19
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,8
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,12
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,47
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,20
Elementary,tiered,21/21/21,21,21,21,0.7,22
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,50
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,20
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,51
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,9
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,13
Elementary,tiered,21/21/21,21,21,21,0.7,10
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,48
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,19
Elementary,tiered,21/21/21,21,21,21,0.7,21
Elementary,tiered,21/21/21,21,21,21,0.7,6
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,1
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,26
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,4
Elementary,tiered,21/21/21,21,21,21,0.7,2
Elementary,tiered,21/21/21,21,21,21,0.7,3
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,5
Elementary,tiered,21/21/21,21,21,21,0.7,11
Elementary,tiered,21/21/21,21,21,21,0.7,7
Elementary,tiered,21/21/21,21,21,21,0.7,49
Elementary,tiered,21/21/21,21,21,21,0.7,14
Elementary,tiered,21/21/21,21,21,21,0.7,14
